parent_asin,clean_description
B000EP3ZLC,"Dreamfall: The Longest Journey is an award-winning adventure game that continues the saga of The Longest Journey. This game offers an epic journey of exploration and adventure with a thrilling and emotional storyline. Experience a fully interactive world featuring beautiful music, stunning graphics, fascinating characters, and unparalleled gameplay variety.

Dreamfall introduces a unique focus field feature that bridges the gap between point-and-click and action-adventure gameplay. This context-sensitive interface allows you to scan your environment, gather information on distant objects, and trigger remote gameplay opportunities.

Unparalleled gameplay variety lets you choose your approach: use your intellect, engage in combat, or talk your way through challenges. Your choices, from politeness to rudeness, shape the experience and ensure unpredictable gameplay.

The game features three playable characters, each with unique abilities and worldviews, allowing you to experience the story from multiple perspectives and witness how their destinies intertwine in an epic finale. Prepare for a spiritual, fantastic, and powerful gaming experience."
B000WQ3838,"Become the most notable racer in Los Angeles in Midnight Club: Los Angeles. Earn Reputation Points (REP) by completing any task or race, regardless of your finishing position, to upgrade your ride or purchase new vehicles.

This installment, the fifth in the Midnight Club series and the first on next-generation consoles, features over 40 authentic vehicles across four classes: Tuner, Luxury, Exotic, and Muscle cars, plus Bikes. All vehicles can be fully customized in the game's garages. Developed by Rockstar Games, creators of the Grand Theft Auto series, Midnight Club: Los Angeles immerses players in the illegal street racing world of a meticulously recreated Los Angeles, featuring five distinct open-world areas including Santa Monica, Beverly Hills, Hollywood, Mulholland Drive, and Downtown LA. Explore this massive environment, engage in missions, or simply cruise the streets with no tracks, no load times, and no rules."
B001TMU0CG,"This collection from Dreamcatcher features three classic Agatha Christie mystery games: ""And Then There Were None,"" ""Murder on the Orient Express,"" and ""Evil Under the Sun."" Solve iconic mysteries for hours, with a random level generator ensuring unique gameplay each time.

Also included is ""Gothic 3,"" where you play as the nameless hero in a war-torn Myrtana. The orcs have conquered the land, and only a few rebels resist. Your choices will shape the destiny of Myrtana, whether you aid the resistance or join the occupation. Immerse yourself in a vast, reactive world where your actions determine liberation or annihilation. The fate of Gothic rests in your hands."
B093H7R8XV,"This cooling fan stand is designed for the Xbox Series X. Made from durable ABS material, it features a fan speed of 4000 RPM and comes in black. The package includes one cooling fan for your Xbox Series X. Please note that the console is not included. For optimal performance and longevity, avoid modifying or dismantling the unit, cleaning it with organic substances, placing heavy objects on it, dropping it, or exposing it to hot water, moisture, or direct sunlight."
B073S47LKD,"**Ghost Files: The Face of Guilt Collector's Edition**

Embark on a gripping hidden-object mystery as young detective Emily Meyer and unravel a chilling serial killer case. ""The Guilty Man"" has claimed ten victims, and the killer's identity remains unknown.

**Minimum System Requirements:**
*   **Processor:** 2000 MHz
*   **RAM:** 1024 MB
*   **Hard Disk:** 2600 MB
*   **Video Card:** 256 MB
*   **Supported OS:** Windows 10, 8.1, 8, 7, Vista

**Recommended System Requirements:**
*   **Processor:** 2000 MHz
*   **RAM:** 1024 MB
*   **Hard Disk:** 2600 MB
*   **Video Card:** 256 MB
*   **Supported OS:** Windows 10, 8.1, 8, 7, Vista"
B07GN75XN1,"Embark on an epic battle against Rabbid Kong on a mysterious island. Join Donkey Kong, Rabbid Peach, and the new Rabbid hero, Rabbid Cranky, on a journey across four brand-new environments. This adventure expands the Mario + Rabbids Kingdom Battle universe with a new story, offering hours of gameplay through over a dozen tactical battles.

Explore Donkey Kong-themed worlds filled with the Rabbids’ signature irreverence, leading to offbeat situations and fun encounters. Master new moves, such as swinging with dandelions and climbing high ground, to conquer your foes. A Nintendo account is required for game activation and installation on Nintendo Switch."
B005OBY876,"Challenge yourself with Postal 2: Apocalypse Weekend, an add-on pack that requires Postal 2. After surviving a week as the Dude, are you ready for the weekend? Brace yourself for a chaotic world filled with Madcow-infected zombies, Gary Coleman demons, HIV dervish attack cats, and Sewer Taliban plotting sinister assaults. Prepare for an insane boss battle and question reality itself, perhaps due to a head wound sustained in Postal 2.

Apocalypse Weekend introduces new enemies, ten new story-driven missions featuring RWS humor, and over nine new maps to explore in Paradise, AZ. Wield insane new weapons like the Scythe, Sledgehammer, and the iconic Boomerang Machete.

Minimum System Requirements:
*   OS: Windows XP, ME, 2000, 98
*   Processor: 733 MHz
*   RAM: 256 MB
*   Hard Drive: 1 GB
*   Video Card: 128 MB

Recommended System Requirements:
*   Processor: 1.2 GHz
*   RAM: 512 MB
*   Video Card: 256 MB"
B001RNOQLS,"Experience enhanced gaming with the Shadow Wireless controller for PS3. Its custom analog sticks provide superior comfort and precision. Enjoy latency-free wireless technology, dual rumble motors, and a built-in rechargeable battery for uninterrupted gameplay. The enhanced L2/R2 buttons and rubberized grips ensure maximum comfort and control, making this the most advanced PS3 controller available."
B00004XOKM,"Direct marching pit droids to their destinations in ""Pit Droids,"" a puzzle game inspired by a classic math problem. Watto's shipment of droids needs guidance to the pod race arena, and it's up to you to set their paths using arrows. This engaging game features a slick interface, thorough tutorials by C-3PO (voiced by Anthony Daniels), and in-game help from R2-D2. You'll need to manage droid collisions, alter their attributes, sort them, and adjust their movement patterns. ""Pit Droids"" offers over 300 puzzles across eight locations and three difficulty levels, with a Puzzle Editor for creating custom challenges. The game develops logical-thinking and problem-solving skills, making it enjoyable for both older children and adults. Progress is rewarded with humorous short films."
B009156SHE,"Experience the pinnacle of racing with the Collector's Edition of Forza Motorsport 4. This premium package includes an exclusive 96-page book, a set of vinyl stickers, and VIP Membership status within the Forza community.

Immerse yourself in the game with an extensive collection of in-game vehicles, featuring iconic classic American muscle cars and the coveted VIP Car Pack. All these exclusive items are presented in a sleek, polished Steelbook DVD case.

Forza Motorsport 4, the latest installment from the highest-rated racing franchise of this generation, delivers genre-defining, controller-based racing. Harness the power and freedom of Kinect and enjoy content from leading brands like Top Gear for an automotive experience that redefines the genre."
B00GUNLZ00,"Relive the groundbreaking PC trivia sensation that defined 1995! YOU DON'T KNOW JACK returns in its original, unadulterated form, allowing you to step back into a simpler time filled with grunge music and unique zoo births. Experience the interactive CD-ROM trivia game show that captivated the world.

System Requirements:
*   **Supported OS:** Windows 8, Windows 7, Windows Vista, Windows XP
*   **Processor:** 500 MHz or faster
*   **RAM:** 128 MB
*   **Hard Disk Space:** 575 MB
*   **Video Card:** DirectX 9.0 compatible

Please note: The game runs at a maximum resolution of 640x480. You may need to manually adjust your desktop resolution to achieve full-screen gameplay."
